Type,Paper ID,Oral / Poster,Track Theme,Title,Authors Names,Presenter first name,Presenter last name,Session,Sub-session,Session Time
Accepted To,Paper ID,"Oral 
Poster",Track Theme,Title,Authors Names,Presenter first name,Presenter last name,Session,"Sub-session (ex. ML 1, ML 2, etc.)",Session time
Main,2,Poster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",UniGen: Universal Domain Generalization for Sentiment Classification via Zero-shot Dataset Generation,"Juhwan Choi(~Juhwan_Choi1),Yeonghwa Kim(~Yeonghwa_Kim1),Seunguk Yu(~Seunguk_Yu1),JungMin Yun(~JungMin_Yun3),YoungBin Kim(~YoungBin_Kim1)",Juhwan,Choi,Session 04,"Special Theme: Efficiency in Model Algorithms, Training, and Inference 2",Nov 12 (Tue) 16:00-17:30
Main,3,Poster,Resources and Evaluation,Multi-News+: Cost-efficient Dataset Cleansing via LLM-based Data Annotation,"Juhwan Choi(~Juhwan_Choi1),JungMin Yun(~JungMin_Yun3),Kyohoon Jin(~Kyohoon_Jin1),YoungBin Kim(~YoungBin_Kim1)",Juhwan,Choi,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
Main,4,Poster,Summarization,FIZZ: Factual Inconsistency Detection by Zoom-in Summary and Zoom-out Document,"Joonho Yang(~Joonho_Yang1),Seunghyun Yoon(~Seunghyun_Yoon1),ByeongJeong Kim(~ByeongJeong_Kim1),Hwanhee Lee(~Hwanhee_Lee1)",Joonho,Yang,Session 04,Summarization,Nov 12 (Tue) 16:00-17:30
Main,5,Oral,Interpretability and Analysis of Models for NLP,Prompts have evil twins,"Rimon Melamed(~Rimon_Melamed1),Lucas Hurley McCabe(~Lucas_Hurley_McCabe1),Tanay Wakhare(~Tanay_Wakhare1),Yejin Kim(~Yejin_Kim4),H. Howie Huang(~H._Howie_Huang1),Enric Boix-Adserà(~Enric_Boix-Adserà1)",Rimon,Melamed,Session 12,Interpretability and Analysis of Models for NLP 6,Nov 14 (Thu) 14:00-15:30
Main,6,Poster,Question Answering,Table Question Answering for Low-resourced Indic Languages,"Vaishali Pal(~Vaishali_Pal1),Evangelos Kanoulas(~Evangelos_Kanoulas1),Andrew Yates(~Andrew_Yates2),Maarten de Rijke(~Maarten_de_Rijke1)",Vaishali,Pal,Session 04,Question Answering 1,Nov 12 (Tue) 16:00-17:30
Main,7,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ImageInWords: Unlocking Hyper-Detailed Image Descriptions,"Roopal Garg(~Roopal_Garg1),Andrea Burns(~Andrea_Burns1),Burcu Karagol Ayan(~Burcu_Karagol_Ayan2),Yonatan Bitton(~Yonatan_Bitton1),Ceslee Montgomery(~Ceslee_Montgomery1),Yasumasa Onoe(~Yasumasa_Onoe1),Andrew Bunner(~Andrew_Bunner1),Ranjay Krishna(~Ranjay_Krishna1),Jason Michael Baldridge(~Jason_Michael_Baldridge1),Radu Soricut(~Radu_Soricut2)",Roopal,Garg,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 1",Nov 12 (Tue) 11:00-12:30
Main,9,VPoster,Computational Social Science and Cultural Analytics,LLM-Based Agent Society Investigation: Collaboration and Confrontation in Avalon Gameplay,"Yihuai Lan(~Yihuai_Lan1),Zhiqiang Hu(~Zhiqiang_Hu3),Lei Wang(~Lei_Wang28),Yang Wang(~Yang_Wang51),Deheng Ye(~Deheng_Ye1),Peilin Zhao(~Peilin_Zhao2),Ee-Peng Lim(~Ee-Peng_Lim1),Hui Xiong(~Hui_Xiong1),Hao Wang(~Hao_Wang20)",Hao,Wang,VPoster,,
Main,11,Poster,NLP Applications,When LLMs Meets Acoustic Landmarks: An Efficient Approach to Integrate Speech into Large Language Models for Depression Detection,"Xiangyu Zhang(~Xiangyu_Zhang13),Hexin Liu(~Hexin_Liu1),Kaishuai Xu(~Kaishuai_Xu1),Qiquan Zhang(~Qiquan_Zhang1),Daijiao Liu(~Daijiao_Liu1),Beena Ahmed(~Beena_Ahmed2),Julien Epps(~Julien_Epps2)",Xiangyu,Zhang,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,12,Poster,Speech Processing and Spoken Language Understanding,Speaking in Wavelet Domain: A Simple and Efficient Approach to Speed up Speech Diffusion Model,"Xiangyu Zhang(~Xiangyu_Zhang13),Daijiao Liu(~Daijiao_Liu1),Hexin Liu(~Hexin_Liu1),Qiquan Zhang(~Qiquan_Zhang1),Hanyu Meng(~Hanyu_Meng1),Leibny Paola Garcia Perera(~Leibny_Paola_Garcia_Perera1),EngSiong Chng(~EngSiong_Chng1),Lina Yao(~Lina_Yao2)",Xiangyu,Zhang,Session 06,Speech Processing and Spoken Language Understanding 1,Nov 13 (Wed) 10:30-12:00
Main,14,Poster,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Hateful Word in Context Classification,"Sanne Hoeken(~Sanne_Hoeken1),Sina Zarrieß(~Sina_Zarrieß1),Özge Alacam(~Özge_Alacam1)",Sanne,Hoeken,Session 04,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Nov 12 (Tue) 16:00-17:30
Main,15,Poster,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Eyes Don't Lie: Subjective Hate Annotation and Detection with Gaze,"Özge Alacam(~Özge_Alacam1),Sanne Hoeken(~Sanne_Hoeken1),Sina Zarrieß(~Sina_Zarrieß1)",Sanne,Hoeken,Session 04,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Nov 12 (Tue) 16:00-17:30
Main,21,Poster,Language Modeling,NumeroLogic: Number Encoding for Enhanced LLMs' Numerical Reasoning,"Eli Schwartz(~Eli_Schwartz1),Leshem Choshen(~Leshem_Choshen1),Joseph Shtok(~Joseph_Shtok1),Sivan Doveh(~Sivan_Doveh1),Leonid Karlinsky(~Leonid_Karlinsky3),Assaf Arbelle(~Assaf_Arbelle1)",Eli,Schwartz,Session 03,,Nov 12 (Tue) 14:00-15:30
Main,22,Poster,"Ethics, Bias, and Fairness",Thinking Fair and Slow: On the Efficacy of Structured Prompts for Debiasing Language Models,"Shaz Furniturewala(~Shaz_Furniturewala1),Surgan Jandial(~Surgan_Jandial2),Abhinav Java(~Abhinav_Java1),Pragyan Banerjee(~Pragyan_Banerjee1),Simra Shahid(~Simra_Shahid1),Sumit Bhatia(~Sumit_Bhatia1),Kokil Jaidka(~Kokil_Jaidka1)",Surgan,Jandial,Session 11,"Ethics, Bias, and Fairness 4",Nov 14 (Thu) 10:30-12:00
Main,23,Poster,NLP Applications,A Usage-centric Take on Intent Understanding in E-Commerce,"Wendi Zhou(~Wendi_Zhou1),Tianyi Li(~Tianyi_Li2),Pavlos Vougiouklis(~Pavlos_Vougiouklis1),Mark Steedman(~Mark_Steedman1),Jeff Z. Pan(~Jeff_Z._Pan1)",Wendi ,Zhou,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,24,Poster,Language Modeling,Fine-Tuning or Retrieval? Comparing Knowledge Injection in LLMs,"Oded Ovadia(~Oded_Ovadia1),Menachem Brief(~Menachem_Brief1),Moshik Mishaeli(~Moshik_Mishaeli1),Oren Elisha(~Oren_Elisha1)",Oded,Ovadia,Session 03,Language Modeling 2,Nov 12 (Tue) 14:00-15:30
Main,26,Poster,Computational Social Science and Cultural Analytics,Systematic Biases in LLM Simulations of Debates,"Amir Taubenfeld(~Amir_Taubenfeld1),Yaniv Dover(~Yaniv_Dover1),Roi Reichart(~Roi_Reichart1),Ariel Goldstein(~Ariel_Goldstein1)",Amir,Taubenfeld,Session 04,Computational Social Science and Cultural Analytics 2,Nov 12 (Tue) 16:00-17:30
Main,27,Poster,"Ethics, Bias, and Fairness",Studying and Mitigating Biases in Sign Language Understanding Models,"Katherine Atwell(~Katherine_Atwell1),Danielle Bragg(~Danielle_Bragg1),Malihe Alikhani(~Malihe_Alikhani2)",Katherine,Atwell,Session 11,"Ethics, Bias, and Fairness 4",Nov 14 (Thu) 10:30-12:00
Main,30,Poster,Machine Learning for NLP,Uncertainty in Language Models: Assessment through Rank-Calibration,"Xinmeng Huang(~Xinmeng_Huang1),Shuo Li(~Shuo_Li7),Mengxin Yu(~Mengxin_Yu1),Matteo Sesia(~Matteo_Sesia1),Hamed Hassani(~Hamed_Hassani2),Insup Lee(~Insup_Lee1),Osbert Bastani(~Osbert_Bastani1),Edgar Dobriban(~Edgar_Dobriban2)",Xinmeng,Huang,Session 03,Machine Learning for NLP 1,Nov 12 (Tue) 14:00-15:30
Main,32,Poster,Resources and Evaluation,RoTBench: A Multi-Level Benchmark for Evaluating the Robustness of Large Language Models in Tool Learning,"Junjie Ye(~Junjie_Ye4),Yilong Wu(~Yilong_Wu1),Songyang Gao(~Songyang_Gao1),Caishuang Huang(~Caishuang_Huang1),Sixian Li(~Sixian_Li1),Guanyu Li(~Guanyu_Li2),Xiaoran Fan(~Xiaoran_Fan3),Qi Zhang(~Qi_Zhang8),Tao Gui(~Tao_Gui1),Xuanjing Huang(~Xuanjing_Huang1)",Junjie,Ye,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
Main,35,Poster,Question Answering,Learning Planning-based Reasoning by Trajectories Collection and Process Reward Synthesizing,"Fangkai Jiao(~Fangkai_Jiao1),Chengwei Qin(~Chengwei_Qin1),Zhengyuan Liu(~Zhengyuan_Liu2),Nancy F. Chen(~Nancy_F._Chen1),Shafiq Joty(~Shafiq_Joty1)",Fangkai,Jiao,Session 04,Question Answering 1,Nov 12 (Tue) 16:00-17:30
Main,36,Poster,Speech Processing and Spoken Language Understanding,Scaling Properties of Speech Language Models,"Santiago Cuervo(~Santiago_Cuervo1),Ricard Marxer(~Ricard_Marxer1)",Santiago,Cuervo,Session 06,Speech Processing and Spoken Language Understanding 1,Nov 13 (Wed) 10:30-12:00
Main,37,Oral,Computational Social Science and Cultural Analytics,"""We Demand Justice!"": Towards Social Context Grounding of Political Texts","Rajkumar Pujari(~Rajkumar_Pujari2),Chengfei Wu(~Chengfei_Wu1),Dan Goldwasser(~Dan_Goldwasser1)",Rajkumar,Pujari,Session 03,Computational Social Science and Cultural Analytics 1,Nov 12 (Tue) 14:00-15:30
Main,42,Poster,Computational Social Science and Cultural Analytics,An Experimental Analysis on Evaluating Patent Citations,"Rabindra Nath Nandi(~Rabindra_Nath_Nandi1),Suman Maity(~Suman_Maity1),Brian Uzzi(~Brian_Uzzi1),Sourav Medya(~Sourav_Medya1)",Suman Kalyan,Maity,Session 12,Computational Social Science and Cultural Analytics 4,Nov 14 (Thu) 14:00-15:30
Main,43,Poster,Machine Translation,Fine-Tuning Large Language Models to Translate: Will a Touch of Noisy Data in Misaligned Languages Suffice?,"Dawei Zhu(~Dawei_Zhu1),Pinzhen Chen(~Pinzhen_Chen1),Miaoran Zhang(~Miaoran_Zhang1),Barry Haddow(~Barry_Haddow1),Xiaoyu Shen(~Xiaoyu_Shen1),Dietrich Klakow(~Dietrich_Klakow1)",Dawei,Zhu,Session 04,Machine Translation 2,Nov 12 (Tue) 16:00-17:30
Main,48,VPoster,Information Retrieval and Text Mining,Consolidating Ranking and Relevance Predictions of Large Language Models through Post-Processing,"Le Yan(~Le_Yan1),Zhen Qin(~Zhen_Qin5),Honglei Zhuang(~Honglei_Zhuang1),Rolf Jagerman(~Rolf_Jagerman2),Xuanhui Wang(~Xuanhui_Wang1),Michael Bendersky(~Michael_Bendersky1),Harrie Oosterhuis(~Harrie_Oosterhuis2)",Le,Yan,VPoster,,
Main,52,VPoster,Dialogue and Interactive Systems,Strength Lies in Differences! Towards Effective Non-collaborative Dialogues via Tailored Strategy Planning,"Tong Zhang(~Tong_Zhang22),Chen Huang(~Chen_Huang7),Yang Deng(~Yang_Deng4),Hongru Liang(~Hongru_Liang2),Jia Liu(~Jia_Liu4),zujie wen(~zujie_wen1),Wenqiang Lei(~Wenqiang_Lei1),Tat-Seng Chua(~Tat-Seng_Chua2)",Tong,Zhang,VPoster,,
Main,57,Oral,NLP Applications,Impeding LLM-assisted Cheating in Introductory Programming Assignments via Adversarial Perturbation,"Saiful Islam Salim(~Saiful_Islam_Salim1),Rubin Yuchan Yang(~Rubin_Yuchan_Yang1),Alexander Cooper(~Alexander_Cooper1),Suryashree Ray(~Suryashree_Ray1),Saumya Debray(~Saumya_Debray1),Sazzadur Rahaman(~Sazzadur_Rahaman1)",Saiful Islam,Salim,Session 11,NLP Applications 4,Nov 14 (Thu) 10:30-12:00
Main,66,VPoster,Low-resource Methods for NLP,Clustering and Ranking: Diversity-preserved Instruction Selection through Expert-aligned Quality Estimation,"Yuan Ge(~Yuan_Ge1),Yilun Liu(~Yilun_Liu2),Chi Hu(~Chi_Hu1),Weibin Meng(~Weibin_Meng1),shimin tao(~shimin_tao1),Xiaofeng Zhao(~Xiaofeng_Zhao1),Mahongxia(~Mahongxia1),Zhang Li(~Zhang_Li7),Boxing Chen(~Boxing_Chen1),Hao Yang(~Hao_Yang7),Bei Li(~Bei_Li1),Tong Xiao(~Tong_Xiao4),JingBo Zhu(~JingBo_Zhu2)",Yuan,Ge,VPoster,,
Main,67,Poster,"Ethics, Bias, and Fairness",On the Influence of Gender and Race in Romantic Relationship Prediction from Large Language Models,"Abhilasha Sancheti(~Abhilasha_Sancheti1),Haozhe An(~Haozhe_An1),Rachel Rudinger(~Rachel_Rudinger1)",Haozhe,An,Session 03,"Ethics, Bias, and Fairness 1",Nov 12 (Tue) 14:00-15:30
Main,69,Poster,Speech Processing and Spoken Language Understanding,EmphAssess : a Prosodic Benchmark on Assessing Emphasis Transfer in Speech-to-Speech Models,"Maureen de Seyssel(~Maureen_de_Seyssel1),Antony D'Avirro(~Antony_D'Avirro1),Adina Williams(~Adina_Williams1),Emmanuel Dupoux(~Emmanuel_Dupoux1)",Maureen,de Seyssel,Session 06,Speech Processing and Spoken Language Understanding 1,Nov 13 (Wed) 10:30-12:00
Main,72,VPoster,Computational Social Science and Cultural Analytics,On Fake News Detection with LLM Enhanced Semantics Mining,"Xiaoxiao Ma(~Xiaoxiao_Ma2),Yuchen Zhang(~Yuchen_Zhang10),Kaize Ding(~Kaize_Ding1),Jian Yang(~Jian_Yang13),Jia Wu(~Jia_Wu3),Hao Fan(~Hao_Fan2)",Xiaoxiao,Ma,VPoster,,
Main,74,Poster,Low-resource Methods for NLP,On Sensitivity of Learning with Limited Labelled Data to the Effects of Randomness: Impact of Interactions and Systematic Choices,"Branislav Pecher(~Branislav_Pecher1),Ivan Srba(~Ivan_Srba1),Maria Bielikova(~Maria_Bielikova1)",Branislav,Pecher,Session 06,Low-resource Methods for NLP 2,Nov 13 (Wed) 10:30-12:00
Main,75,Poster,Resources and Evaluation,Evaluating the Instruction-Following Robustness of Large Language Models to Prompt Injection,"Zekun Li(~Zekun_Li2),Baolin Peng(~Baolin_Peng2),Pengcheng He(~Pengcheng_He2),Xifeng Yan(~Xifeng_Yan1)",Zekun,Li,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
Main,77,Poster,"Ethics, Bias, and Fairness",A Study of Nationality Bias in Names and Perplexity using Off-the-Shelf Affect-related Tweet Classifiers,"Valentin Barriere(~Valentin_Barriere1),Sebastian Cifuentes(~Sebastian_Cifuentes1)",Sebastian,Cifuentes,Session 11,"Ethics, Bias, and Fairness 4",Nov 14 (Thu) 10:30-12:00
Main,80,Poster,Machine Learning for NLP,Mitigating the Alignment Tax of RLHF,"Yong Lin(~Yong_Lin2),Hangyu Lin(~Hangyu_Lin2),Wei Xiong(~Wei_Xiong9),Shizhe Diao(~Shizhe_Diao2),Jianmeng Liu(~Jianmeng_Liu1),Jipeng Zhang(~Jipeng_Zhang1),Rui Pan(~Rui_Pan4),Haoxiang Wang(~Haoxiang_Wang1),Wenbin Hu(~Wenbin_Hu3),Hanning Zhang(~Hanning_Zhang1),Hanze Dong(~Hanze_Dong1),Renjie Pi(~Renjie_Pi1),Han Zhao(~Han_Zhao1),Nan Jiang(~Nan_Jiang2),Heng Ji(~Heng_Ji3),Yuan Yao(~Yuan_Yao1),Tong Zhang(~Tong_Zhang2)",Hangyu,Lin,Session 03,Machine Learning for NLP 1,Nov 12 (Tue) 14:00-15:30
Main,81,Poster,Interpretability and Analysis of Models for NLP,Evaluating Readability and Faithfulness of Concept-based Explanations,"Meng Li(~Meng_Li15),Haoran Jin(~Haoran_Jin1),Ruixuan HUANG(~Ruixuan_HUANG1),Zhihao Xu(~Zhihao_Xu2),Defu Lian(~Defu_Lian1),Zijia Lin(~Zijia_Lin1),Di ZHANG(~Di_ZHANG3),Xiting Wang(~Xiting_Wang2)",Meng,Li,Session 03,Interpretability and Analysis of Models for NLP 2,Nov 12 (Tue) 14:00-15:30
Main,84,Poster,Human-centered NLP,Personality-aware Student Simulation for Conversational Intelligent Tutoring Systems,"Zhengyuan Liu(~Zhengyuan_Liu2),Stella Xin Yin(~Stella_Xin_Yin1),Geyu Lin(~Geyu_Lin1),Nancy F. Chen(~Nancy_F._Chen1)",TBA,TBA,Session 06,Human-centered NLP 2,Nov 13 (Wed) 10:30-12:00
Main,85,Poster,Dialogue and Interactive Systems,MSI-Agent: Incorporating Multi-Scale Insight into Embodied Agents for Superior Planning and Decision-Making,"Dayuan Fu(~Dayuan_Fu2),Biqing Qi(~Biqing_Qi1),Yihuai Gao(~Yihuai_Gao1),Che Jiang(~Che_Jiang1),Guanting Dong(~Guanting_Dong1),Bowen Zhou(~Bowen_Zhou8)",Che,Jiang,Session 09,Dialogue and Interactive Systems 2,Nov 13 (Wed) 16:00-17:30
Main,89,Poster,Resources and Evaluation,CoCoLoFa: A Dataset of News Comments with Common Logical Fallacies Written by LLM-Assisted Crowds,"Min-Hsuan Yeh(~Min-Hsuan_Yeh1),Ruyuan Wan(~Ruyuan_Wan1),Ting-Hao Kenneth Huang(~Ting-Hao_Kenneth_Huang1)",Ruyuan,Wan,Session 04,Resources and Evaluation 2,Nov 12 (Tue) 16:00-17:30
Main,90,Oral,"Phonology, Morphology, and Word Segmentation",Tokenization Is More Than Compression,"Craig W Schmidt(~Craig_W_Schmidt1),Varshini Reddy(~Varshini_Reddy2),Haoran Zhang(~Haoran_Zhang14),Alec Alameddine(~Alec_Alameddine1),Omri Uzan(~Omri_Uzan1),Yuval Pinter(~Yuval_Pinter1),Chris Tanner(~Chris_Tanner1)",Craig,Schmidt,Session 06,Discourse + Phonology + Syntax 2,Nov 13 (Wed) 10:30-12:00
Main,91,Poster,Resources and Evaluation,FLIRT: Feedback Loop In-context Red Teaming,"Ninareh Mehrabi(~Ninareh_Mehrabi2),Palash Goyal(~Palash_Goyal1),Christophe Dupuy(~Christophe_Dupuy1),Qian Hu(~Qian_Hu4),Shalini Ghosh(~Shalini_Ghosh3),Richard Zemel(~Richard_Zemel1),Kai-Wei Chang(~Kai-Wei_Chang1),Aram Galstyan(~Aram_Galstyan1),Rahul Gupta(~Rahul_Gupta3)",Ninareh,Mehrabi,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
Main,92,Oral,Human-centered NLP,Successfully Guiding Humans with Imperfect Instructions by Highlighting Potential Errors and Suggesting Corrections,"Min-Hsuan Yeh(~Min-Hsuan_Yeh1),Ruyuan Wan(~Ruyuan_Wan1),Ting-Hao Kenneth Huang(~Ting-Hao_Kenneth_Huang1)",Lingjun,Zhao,Session 02,Human-centered NLP 1,Nov 12 (Tue) 11:00-12:30
Main,97,VPoster,Low-resource Methods for NLP,Parameter-Efficient Sparsity Crafting from Dense to Mixture-of-Experts for Instruction Tuning on General Tasks,"Haoyuan WU(~Haoyuan_WU1),Haisheng Zheng(~Haisheng_Zheng1),Zhuolun He(~Zhuolun_He1),Bei Yu(~Bei_Yu2)",Haoyuan,WU,VPoster,,
Main,98,VPoster,NLP Applications,GeoGPT4V: Towards Geometric Multi-modal Large Language Models with Geometric Image Generation,"Shihao Cai(~Shihao_Cai1),Keqin Bao(~Keqin_Bao1),Hangyu Guo(~Hangyu_Guo2),Jizhi Zhang(~Jizhi_Zhang1),Jun Song(~Jun_Song5),Bo Zheng(~Bo_Zheng5)",Shihao,Cai,VPoster,,
Main,99,Oral,Information Retrieval and Text Mining,Improved Learned Sparse Retrieval with Entity Vocabulary,"Thong Nguyen(~Thong_Nguyen1),Shubham Chatterjee(~Shubham_Chatterjee1),Sean MacAvaney(~Sean_MacAvaney1),Iain Mackie(~Iain_Mackie1),Jeff Dalton(~Jeff_Dalton1),Andrew Yates(~Andrew_Yates2)",Thống ,Nguyễn ,Session 04,Information Retrieval and Text Mining 2,Nov 12 (Tue) 16:00-17:30
Main,101,Poster,Language Modeling,Let the Expert Stick to His Last: Expert-Specialized Fine-Tuning for Sparse Architectural Large Language Models,"Zihan Wang(~Zihan_Wang23),Deli Chen(~Deli_Chen1),Damai Dai(~Damai_Dai1),Runxin Xu(~Runxin_Xu2),Zhuoshu Li(~Zhuoshu_Li2),Yu Wu(~Yu_Wu1)",Zihan,Wang,Session 03,Language Modeling 2,Nov 12 (Tue) 14:00-15:30
Main,102,Poster,Information Retrieval and Text Mining,LongEmbed: Extending Embedding Models for Long Context Retrieval,"Dawei Zhu(~Dawei_Zhu2),Liang Wang(~Liang_Wang2),Nan Yang(~Nan_Yang5),Yifan Song(~Yifan_Song2),Wenhao Wu(~Wenhao_Wu7),Furu Wei(~Furu_Wei1),Sujian Li(~Sujian_Li1)",Dawei,Zhu,Session 02,Information Retrieval and Text Mining 1,Nov 12 (Tue) 11:00-12:30
Main,103,VPoster,Question Answering,Making Large Language Models Better Reasoners with Orchestrated Streaming Experiences,"Xiangyang Liu(~Xiangyang_Liu3),Junliang He(~Junliang_He2),Xipeng Qiu(~Xipeng_Qiu1)",Xiangyang,Liu,VPoster,,
Main,106,Poster,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Overcome Noise and Bias: Segmentation-Aided Multi-Granularity Denoising and Debiasing for Enhanced Quarduples Extraction in Dialogue,"Xianlong Luo(~Xianlong_Luo1),Yihao Wang(~Yihao_Wang1),Meng Yang(~Meng_Yang5)",TBA,TBA,Session 04,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Nov 12 (Tue) 16:00-17:30
Main,109,Poster,Computational Social Science and Cultural Analytics,Integrating Plutchik's Theory with Mixture of Experts for Enhancing Emotion Classification,"Dongjun LIM(~Dongjun_LIM1),Yun-Gyung Cheong(~Yun-Gyung_Cheong1)",Dongjun,Lim,Session 04,Computational Social Science and Cultural Analytics 2,Nov 12 (Tue) 16:00-17:30
Main,112,Poster,Information Extraction,In-context Contrastive Learning for Event Causality Identification,"梁超(~梁超1),Wei Xiang(~Wei_Xiang2),Bang Wang(~Bang_Wang1)",Chao,Liang,Session 12,Information Extraction 2,Nov 14 (Thu) 14:00-15:30
Main,113,Poster,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas","What's Mine becomes Yours: Defining, Annotating and Detecting Context-Dependent Paraphrases in News Interview Dialogs","Anna Wegmann(~Anna_Wegmann1),Tijs A. van den Broek(~Tijs_A._van_den_Broek1),Dong Nguyen(~Dong_Nguyen1)",Anna,Wegmann,Session 09,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas",Nov 13 (Wed) 16:00-17:30
Main,119,Oral,"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Language Models Learn Rare Phenomena from Less Rare Phenomena: The Case of the Missing AANNs,"Kanishka Misra(~Kanishka_Misra1),Kyle Mahowald(~Kyle_Mahowald1)",Kanishka,Misra,Session 04,"Linguistic Theories, Cognitive Modeling and Psycholinguistics 2",Nov 12 (Tue) 16:00-17:30
Main,124,Oral,Resources and Evaluation,Large Language Models for Data Annotation: A Survey,"Zhen Tan(~Zhen_Tan2),Dawei Li(~Dawei_Li5),Song Wang(~Song_Wang6),Alimohammad Beigi(~Alimohammad_Beigi1),Bohan Jiang(~Bohan_Jiang2),Amrita Bhattacharjee(~Amrita_Bhattacharjee1),Mansooreh Karami(~Mansooreh_Karami1),Jundong Li(~Jundong_Li2),Lu Cheng(~Lu_Cheng2),huan liu(~huan_liu1)",Zhen,Tan,Session 03,Resources and Evaluation 1,Nov 12 (Tue) 14:00-15:30
Main,125,Oral,Generation,Chain-of-Dictionary Prompting Elicits Translation in Large Language Models,"Hongyuan Lu(~Hongyuan_Lu2),HAORAN YANG(~HAORAN_YANG1),Haoyang Huang(~Haoyang_Huang1),Dongdong Zhang(~Dongdong_Zhang4),Wai Lam(~Wai_Lam1),Furu Wei(~Furu_Wei1)",Hongyuan,Lu,Session 03,Generation and Summarization,Nov 12 (Tue) 14:00-15:30
Main,127,Poster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",AdaZeta: Adaptive Zeroth-Order Tensor-Train Adaption for Memory-Efficient Large Language Models Fine-Tuning,"Yifan Yang(~Yifan_Yang12),Kai Zhen(~Kai_Zhen1),Ershad Banijamali(~Ershad_Banijamali2),Athanasios Mouchtaris(~Athanasios_Mouchtaris1),Zheng Zhang(~Zheng_Zhang2)",Yifan,Yang,Session 04,"Special Theme: Efficiency in Model Algorithms, Training, and Inference 2",Nov 12 (Tue) 16:00-17:30
Main,128,Poster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",RoseLoRA: Row and Column-wise Sparse Low-rank Adaptation of Pre-trained Language Model for Knowledge Editing and Fine-tuning,"Haoyu Wang(~Haoyu_Wang6),Tianci Liu(~Tianci_Liu1),Ruirui Li(~Ruirui_Li3),Monica Xiao Cheng(~Monica_Xiao_Cheng1),Tuo Zhao(~Tuo_Zhao2),Jing Gao(~Jing_Gao1)",Haoyu,Wang,Session 04,"Special Theme: Efficiency in Model Algorithms, Training, and Inference 2",Nov 12 (Tue) 16:00-17:30
Main,129,Poster,Generation,BlendFilter: Advancing Retrieval-Augmented Large Language Models via Query Generation Blending and Knowledge Filtering,"Haoyu Wang(~Haoyu_Wang6),Ruirui Li(~Ruirui_Li3),Haoming Jiang(~Haoming_Jiang1),Jinjin Tian(~Jinjin_Tian1),Zhengyang Wang(~Zhengyang_Wang1),chen luo(~chen_luo1),Xianfeng Tang(~Xianfeng_Tang1),Monica Xiao Cheng(~Monica_Xiao_Cheng1),Tuo Zhao(~Tuo_Zhao2),Jing Gao(~Jing_Gao1)",Haoyu,Wang,Session 02,Generation 1,Nov 12 (Tue) 11:00-12:30
Main,130,Poster,Computational Social Science and Cultural Analytics,HEART-felt Narratives: Tracing Empathy and Narrative Style in Personal Stories with LLMs,"Jocelyn J Shen(~Jocelyn_J_Shen1),Joel Mire(~Joel_Mire1),Hae Won Park(~Hae_Won_Park1),Cynthia Breazeal(~Cynthia_Breazeal1),Maarten Sap(~Maarten_Sap1)",Jocelyn,Shen,Session 04,Computational Social Science and Cultural Analytics 2,Nov 12 (Tue) 16:00-17:30
Main,132,Poster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",Eliminating Biased Length Reliance of Direct Preference Optimization via Down-Sampled KL Divergence,"Junru Lu(~Junru_Lu1),Jiazheng Li(~Jiazheng_Li2),Siyu An(~Siyu_An1),Meng Zhao(~Meng_Zhao5),Yulan He(~Yulan_He1),di yin(~di_yin1),Xing Sun(~Xing_Sun1)",Jiazheng,Li,Session 04,"Special Theme: Efficiency in Model Algorithms, Training, and Inference 2",Nov 12 (Tue) 16:00-17:30
Main,134,VPoster,Information Retrieval and Text Mining,Bridging Cultures in the Kitchen: A Framework and Benchmark for Cross-Cultural Recipe Retrieval,"Tianyi Hu(~Tianyi_Hu5),Maria Maistro(~Maria_Maistro1),Daniel Hershcovich(~Daniel_Hershcovich1)",Tianyi,Hu,VPoster,,
