Type,Paper ID,Oral / Poster,Track Theme,Title,Authors Names,Presenter first name,Presenter last name,Session,Sub-session,Session Time
DEMO,150,,,DeepPavlov 1.0: Your Gateway to Advanced NLP Models Backed by Transformers and Transfer Learning,"Alexander Popov,Anastasia Voznyuk,Anna Korzanova,Dmitry Karpov,Fedor Ignatov,Maksim Savkin,Vasily Konovalov",Maksim,Savkin,,,
DEMO,154,,,Kandinsky 3: Text-to-Image Synthesis for Multifunctional Generative Framework,"Andrey Kuznetsov,Anna Averchenkova,Bukashkin Anton,Evelina Mironova,Igor Pavlov,Julia Agafonova,Konstantin Kulikov,Nikolai Gerasimenko,Viacheslav Vasilev,Andrey Filatov,Arkhipkin Sergeevich Vladimir,Denis Valerievich Dimitrov",,Awating ,,,
DEMO,161,Oral,,MIMIR: A Customizable Agent Tuning Platform for Enhanced Scientific Applications,"Arman Cohan,Chunyuan Deng,Haoran Wang,Heng Ji,Jiannan Cao,Wangchunshu Zhou,Wenqi Shi,Blind Name,Yi Fung,Yilun Zhao,hanminwang,Mark Gerstein",Chunyuan,Deng,,,
DEMO,162,Oral,,WildVis: Open Source Visualizer for Million-Scale Chat Logs in the Wild,"Claire Cardie,Jack Hessel,Wenting Zhao,Xiang Ren,Yejin Choi,Yuntian Deng",Yuntian,Deng,,,
DEMO,164,,,Instruction-Driven Game-Development and Game-Play: A Case Study for Poker,"Hongqiu Wu,Xingyuan Liu,Yan Wang,hai zhao",Hongqiu,Wu,,,
DEMO,165,Oral,,LM-Interview: An Easy-to-use Smart Interviewer System via Knowledge-guided Language Model Exploitation,"Bin Xu,Hanming Li,Jiaxi Yuan,Jifan Yu,Juanzi Li,Ruimiao Li,Yan Xuan,Zhanxin Hao,Zhiyuan Liu",Hanming,Li,,,
DEMO,17,,,FreeEval: A Modular Framework for Trustworthy and Efficient Evaluation of Large Language Models,"Chang Gao,Jindong Wang,Shikun Zhang,Wei Ye,Wenjin Yao,Yidong Wang,Yue Zhang,Zhuohao Yu,ZHENGRAN ZENG",,Awating ,,,
DEMO,18,,,i-Code Studio: A Configurable and Composable Framework for Integrative AI,"Chenguang Zhu,Lu Yuan,MAHMOUD KHADEMI,Michael Zeng,Reid Pryzant,Takuya Yoshioka,Xuedong Huang,Yao Qian,Yichong Xu,Yuwei Fang,Ziyi Yang",Mahmoud ,Khademi ,,,
DEMO,20,,,Evalverse: Unified and Accessible Library for Large Language Model Evaluation,"Chanjun Park,Dahyun Kim,Jihoo Kim,Wonho Song,Yungi Kim,Yunsu Kim",Jihoo ,Kim,,,
DEMO,23,,,Medico: Towards Hallucination Detection and Correction with Multi-source Evidence Fusion,"Baotian Hu,Jifang Wang,Jindi Yu,Min zhang,Xinping Zhao,Yibin Chen,zhenyu liu,dongfang li",Xinping ,Zhao,,,
DEMO,25,,,OpenOmni: A Collaborative Open Source Tool for Building Future-Ready Multimodal Conversational Agents,"Qiang Sun,Sirui Li,Wei Liu,Wenxiao Zhang,Yuanyi Luo",Qiang ,Sun,,,
DEMO,26,Oral,,Lighthouse: A User-Friendly Library for Reproducible Video Moment Retrieval and Highlight Detection,"Hokuto Munakata,Shota Nakada,Taichi Nishimura,Tatsuya Komatsu",Taichi ,Nishimura,,,
DEMO,30,,,MarkLLM: An Open-Source Toolkit for LLM Watermarking,"Aiwei Liu,Binglin Zhou,Irwin King,Leyi Pan,Lijie Wen,Philip S. Yu,Shuliang Liu,Xuandong Zhao,Xuming Hu,Yijian LU,Zhiwei He,Zitian Gao",Leyi ,Pan,,,
DEMO,34,,,AUTOGEN STUDIO: A No-Code Developer Tool for Building and Debugging Multi-Agent Systems,"Adam Fourney,Chi Wang,Erkang Zhu,Gagan Bansal,Jingya Chen,Saleema Amershi,Suff Syed,Victor Dibia",,Awating ,,,
DEMO,35,,,TinyAgent: Function Calling at the Edge,"Coleman Richard Charles Hooper,Gopala Anumanchipalli,Kurt Keutzer,Lutfi Eren Erdogan,Nicholas Lee,Ryan Tabrizi,Sehoon Kim,Siddharth Jha,Suhong Moon,Amir Gholaminejad",,Awating ,,,
DEMO,41,,,TruthReader: Towards Trustworthy Document Assistant Chatbot with Reliable Attribution,"Baotian Hu,Min Zhang,Qian Chen,Shaolin Ye,Xinshuo Hu,Zetian Sun,Zifei Shan,dongfang li",,Awating ,,,
DEMO,43,Oral,,Commentator: A Code-mixed Multilingual Text Annotation Framework,"Heenaben Prajapati,Himanshu Beniwal,Mayank Singh,Rajvee Sheth,Shubh Nisar",Himanshu ,Beniwal,,,
DEMO,50,,,Integrating INCEpTION into larger annotation processes,"Iryna Gurevych,Jan-Christoph Klie,Richard Eckart de Castilho",Jan-Christoph,Klie,,,
DEMO,53,Oral,,Arxiv Copilot: A Self-Evolving and Efficient LLM System for Personalized Academic Assistance,"Ge Liu,Guanyu Lin,Pengrui Han,Tao Feng,Jiaxuan You",Jiaxuan,You,,,
DEMO,54,,,TransAgents: Build Your Translation Company with Language Agents,"Jiahao Xu,Longyue Wang,Minghao Wu",,Awating ,,,
DEMO,55,Oral,,Monitoring Hate Speech in Indonesia: An NLP-based Classification of Social Media Texts,"Ika Karlina Idris,Lucky Susanto,Musa Izzanardi Wijanarko,Prasetia Anugrah Pratama,Derry Wijaya",Lucky,Susanto,,,
DEMO,56,,,CAVA: A Tool for Cultural Alignment Visualization & Analysis,"Cheng Charles Ma,Daphne Ippolito,Nevan Giuliani,Prakruthi Pradeep",,Awating ,,,
DEMO,57,Oral,,ReDel: A Toolkit for LLM-Powered Recursive Multi-Agent Systems,"Andrew Zhu,Chris Callison-Burch,Liam Dugan",Andrew,Zhu,,,
DEMO,59,Oral,,BattleAgent: Multi-modal Dynamic Emulation on Historical Battles to Complement Historical Analysis,"Che-Jui Chang,Hang Hua,Lingyao Li,Lizhou Fan,Mingyu Jin,Shuhang Lin,Wenyue Hua,Yongfeng Zhang,jianchao ji,Jiebo Luo",Shuhang,Lin,,,
DEMO,61,Oral,,sign.mt: Real-Time Multilingual Sign Language Translation Application,Amit Moryossef,Amit,Moryossef,,,
DEMO,63,Oral,,WebOlympus: An Open Platform for Web Agents on Live Websites,"Boyu Gou,Boyuan Zheng,Huan Sun,Scott Salisbury,Yu Su,Zheng Du",Boyuan,Zheng,,,
DEMO,71,Oral,,TAIL: A Toolkit for Automatic and Realistic Long-Context Large Language Model Evaluation,"Arman Cohan,Gefei Gu,Ruoxi Ning,Yanan Zheng,Yilun Zhao",Gefei,Gu,,,
DEMO,72,,,OpenResearcher: Unleashing AI for Accelerated Scientific Research,"Binjie Wang,Dongyu Ru,Jifan Lin,Lin Qiu,Pengfei Liu,Qingkai Min,Renjie Pan,Shichao Sun,Wenjie Li,Xuefeng Li,Yang Xu,Yun Luo,Yuxiang Zheng,Zizhao Zhang,Jiayang Cheng,Wang Yiwen",Yuxiang,Zheng,,,
DEMO,73,,,OpenFactCheck: A Unified Framework for Factuality Evaluation of LLMs,"Georgi Nenkov Georgiev,Hasan Iqbal,Iryna Gurevych,Jiahui Geng,Minghan Wang,Preslav Nakov,Yuxia Wang",,Awating ,,,
DEMO,74,,,ULLME: A Unified Framework for Large Language Model Embeddings with Generation-Augmented Learning,"Franck Dernoncourt,Hieu Man,Nghia Trung Ngo,Thien Huu Nguyen",,Awating ,,,
DEMO,82,Oral,,To the Globe (TTG): Towards Language-Driven Guaranteed Travel Planning,"Aaron Foss,Andrew Cohen,Arman Zharmagambetov,Brandon Amos,Da JU,Justine T Kao,Maryam Fazel-Zarandi,Sasha Mitts,Song Jiang,Xian Li,Yuandong Tian",Da,Ju,,,
DEMO,83,,,MATSA: Multi-Agent Table Structure Attribution,"Nedim Lipka,Puneet Mathur,Tong Sun,Alexa F Siu",,Awating ,,,
DEMO,88,,,OpenT2T: An Open-Source Toolkit for Table-to-Text Generation,"Arman Cohan,Haowei Zhang,Linyong Nan,Lyuhao Chen,Pengcheng Wang,Shengyun Si,Yilun Zhao",,Awating ,,,
DEMO,89,Oral,,ChatHF: Collecting Rich Human Feedback from Real-time Conversations,"Alan Ritter,Andrew Li,Duong Minh Le,Wei Xu,Zhenduo Wang,Ethan Adrian Mendes",Ethan,Mendes,,,
DEMO,92,Oral,,KMatrix: A Flexible Heterogeneous Knowledge Enhancement Toolkit for Large Language Model,"Jun Zhao,Kang Liu,Kun Luo,XueYou Zhang,di wu,shun wu",Kang,Liu,,,
DEMO,93,,,Xinference: Making Large Model Serving Easy,"Feng Zhang,Lingfeng Xiong,Weizheng Lu,Xuye Qin,Yueguo Chen",,Weizheng Lu,,,
FIND,10,Poster,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas",Transferability of Syntax-Aware Graph Neural Networks in Zero-Shot Cross-Lingual Semantic Role Labeling,"Rachel Sidney Devianti(~Rachel_Sidney_Devianti1),Yusuke Miyao(~Yusuke_Miyao2)",Rachel Sidney,Devianti,Session 09,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas",Nov 13 (Wed) 16:00-17:30
FIND,100,Not Presenting,,Reformatted Alignment,"Run-Ze Fan(~Run-Ze_Fan1),Xuefeng Li(~Xuefeng_Li6),Haoyang Zou(~Haoyang_Zou1),Junlong Li(~Junlong_Li1),Shwai He(~Shwai_He1),Ethan Chern(~Ethan_Chern1),Jiewen Hu(~Jiewen_Hu1),Pengfei Liu(~Pengfei_Liu1)",Run-Ze,Fan,Not Presenting,,
FIND,1003,Poster,Resources and Evaluation,Adversarial Math Word Problem Generation,"Roy Xie(~Roy_Xie1),Chengxuan Huang(~Chengxuan_Huang1),Junlin Wang(~Junlin_Wang1),Bhuwan Dhingra(~Bhuwan_Dhingra1)",Roy,Xie,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
FIND,1008,Poster,Interpretability and Analysis of Models for NLP,Defending Large Language Models Against Jailbreak Attacks via Layer-specific Editing,"Wei Zhao(~Wei_Zhao10),Zhe Li(~Zhe_Li13),Yige Li(~Yige_Li1),YE ZHANG(~YE_ZHANG11),Jun Sun(~Jun_Sun12)",Wei,Zhao,Session 06,Interpretability and Analysis of Models for NLP 3,Nov 13 (Wed) 10:30-12:00
FIND,1014,Poster,Computational Social Science and Cultural Analytics,Promoting Constructive Deliberation: Reframing for Receptiveness,"Gauri Kambhatla(~Gauri_Kambhatla1),Matthew Lease(~Matthew_Lease1),Ashwin Rajadesingan(~Ashwin_Rajadesingan1)",Gauri,Kambhatla,Session 04,Computational Social Science and Cultural Analytics 2,Nov 12 (Tue) 16:00-17:30
FIND,1016,Not Presenting,,A Simple but Effective Approach to Improve Structured Language Model Output for Information Extraction,"Yinghao Li(~Yinghao_Li3),Rampi Ramprasad(~Rampi_Ramprasad1),Chao Zhang(~Chao_Zhang15)",TBA,TBA,Not Presenting,,
FIND,1018,Poster,Computational Social Science and Cultural Analytics,Rater Cohesion and Quality from a Vicarious Perspective,"Deepak Pandita(~Deepak_Pandita1),Tharindu Cyril Weerasooriya(~Tharindu_Cyril_Weerasooriya1),Sujan Dutta(~Sujan_Dutta1),Sarah K. K. Luger(~Sarah_K._K._Luger1),Tharindu Ranasinghe(~Tharindu_Ranasinghe1),Ashiqur R. KhudaBukhsh(~Ashiqur_R._KhudaBukhsh1),Marcos Zampieri(~Marcos_Zampieri1),Christopher M Homan(~Christopher_M_Homan1)",Deepak,Pandita,Session 12,Computational Social Science and Cultural Analytics 4,Nov 14 (Thu) 14:00-15:30
FIND,1020,Poster,Computational Social Science and Cultural Analytics,Shall We Team Up: Exploring Spontaneous Cooperation of Competing LLM Agents,"Zengqing Wu(~Zengqing_Wu3),Run Peng(~Run_Peng1),Shuyuan Zheng(~Shuyuan_Zheng1),Qianying Liu(~Qianying_Liu1),Xu Han(~Xu_Han17),Brian I. Kwon(~Brian_I._Kwon1),Makoto Onizuka(~Makoto_Onizuka1),Shaojie Tang(~Shaojie_Tang2),Chuan Xiao(~Chuan_Xiao2)",Zengqing,Wu,Session 12,Computational Social Science and Cultural Analytics 4,Nov 14 (Thu) 14:00-15:30
FIND,1025,VPoster,Low-resource Methods for NLP,Normalized Narrow Jump To Conclusions: Normalized Narrow Shortcuts for Parameter Efficient Early Exit Transformer Prediction,Amrit Diggavi Seshadri(~Amrit_Diggavi_Seshadri1),Amrit,Seshadri,VPoster,,
FIND,1034,Poster,Language Modeling,From Test-Taking to Test-Making: Examining LLM Authoring of Commonsense Assessment Items,"Melissa Roemmele(~Melissa_Roemmele1),Andrew Gordon(~Andrew_Gordon2)",Melissa,Roemmele,Session 09,Language Modeling 3,Nov 13 (Wed) 16:00-17:30
FIND,1035,Poster,Resources and Evaluation,"”I Never Said That”: A dataset, taxonomy and baselines on response clarity classification","Konstantinos Thomas(~Konstantinos_Thomas1),Giorgos Filandrianos(~Giorgos_Filandrianos1),Maria Lymperaiou(~Maria_Lymperaiou1),Chrysoula Zerva(~Chrysoula_Zerva1),Giorgos Stamou(~Giorgos_Stamou1)",Konstantinos,Thomas,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
FIND,1042,Poster,Machine Learning for NLP,Immunization against harmful fine-tuning attacks,"Domenic Rosati(~Domenic_Rosati2),Jan Wehner(~Jan_Wehner1),Kai Williams(~Kai_Williams1),Lukasz Bartoszcze(~Lukasz_Bartoszcze1),Hassan Sajjad(~Hassan_Sajjad1),Frank Rudzicz(~Frank_Rudzicz2)",Domenic,Rosati,Session 11,Machine Learning for NLP 3,Nov 14 (Thu) 10:30-12:00
FIND,1043,Poster,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",UniMEEC: Towards Unified Multimodal Emotion Recognition and Emotion Cause,"Guimin Hu(~Guimin_Hu1),Zhihong Zhu(~Zhihong_Zhu1),Daniel Hershcovich(~Daniel_Hershcovich1),Lijie Hu(~Lijie_Hu1),Hasti Seifi(~Hasti_Seifi1),Jiayuan Xie(~Jiayuan_Xie1)",Guimin,Hu,Session 04,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Nov 12 (Tue) 16:00-17:30
FIND,1045,Poster,NLP Applications,CodeFort: Robust Training for Code Generation Models,"Yuhao Zhang(~Yuhao_Zhang1),Shiqi Wang(~Shiqi_Wang2),Haifeng Qian(~Haifeng_Qian1),Zijian Wang(~Zijian_Wang1),Mingyue Shang(~Mingyue_Shang1),Linbo Liu(~Linbo_Liu1),Sanjay Krishna Gouda(~Sanjay_Krishna_Gouda1),Baishakhi Ray(~Baishakhi_Ray2),Murali Krishna Ramanathan(~Murali_Krishna_Ramanathan1),Xiaofei Ma(~Xiaofei_Ma1),Anoop Deoras(~Anoop_Deoras1)",Yuhao,Zhang,Session 06,NLP Applications 2,Nov 13 (Wed) 10:30-12:00
FIND,1049,Poster,NLP Applications,MP-RNA: Unleashing Multi-species RNA Foundation Model via Calibrated Secondary Structure Prediction,"Heng Yang(~Heng_Yang6),Ke Li(~Ke_Li5)",Heng,Yang,Session 12,NLP Applications 5,Nov 14 (Thu) 14:00-15:30
FIND,1069,Poster,Discourse and Pragmatics,"“Any Other Thoughts, Hedgehog?” Linking Deliberation Chains in Collaborative Dialogues","Abhijnan Nath(~Abhijnan_Nath1),Videep Venkatesha(~Videep_Venkatesha1),Mariah Bradford(~Mariah_Bradford1),Avyakta Chelle(~Avyakta_Chelle1),Austin Collin Youngren(~Austin_Collin_Youngren1),Carlos Mabrey(~Carlos_Mabrey1),Nathaniel Blanchard(~Nathaniel_Blanchard1),Nikhil Krishnaswamy(~Nikhil_Krishnaswamy1)",Abhijnan,Nath,Session 03,Discourse + Phonology + Syntax 1,Nov 12 (Tue) 14:00-15:30
FIND,1072,Poster,Resources and Evaluation,Evaluation of Question Answer Generation for Portuguese: Insights and Datasets,"Felipe Paula(~Felipe_Paula1),CASSIANA ROBERTA LIZZONI MICHELIN(~CASSIANA_ROBERTA_LIZZONI_MICHELIN1),Viviane Moreira(~Viviane_Moreira1)",Felipe,Paula,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
FIND,1074,Poster,Language Modeling,Evolutionary Contrastive Distillation for Language Model Alignment,"Julian Katz-Samuels(~Julian_Katz-Samuels2),Zheng Li(~Zheng_Li9),Hyokun Yun(~Hyokun_Yun1),Priyanka Nigam(~Priyanka_Nigam1),Yi Xu(~Yi_Xu10),Vaclav Petricek(~Vaclav_Petricek1),Bing Yin(~Bing_Yin1),Trishul Chilimbi(~Trishul_Chilimbi1)",Julian,Katz-Samuels,Session 09,Language Modeling 3,Nov 13 (Wed) 16:00-17:30
FIND,1075,Poster,Dialogue and Interactive Systems,A Fairness-Driven Method for Learning Human-Compatible Negotiation Strategies,"Ryan Shea(~Ryan_Shea1),Zhou Yu(~Zhou_Yu1)",Ryan,Shea,Session 09,Dialogue and Interactive Systems 2,Nov 13 (Wed) 16:00-17:30
FIND,1081,Poster,Computational Social Science and Cultural Analytics,Using RL to Identify Divisive Perspectives Improves LLMs Abilities to Identify Communities on Social Media,"Nikhil Mehta(~Nikhil_Mehta2),Dan Goldwasser(~Dan_Goldwasser1)",Nikhil,Mehta,Session 04,Computational Social Science and Cultural Analytics 2,Nov 12 (Tue) 16:00-17:30
FIND,1084,Poster,NLP Applications,Are LLMs Effective Negotiators? Systematic Evaluation of the Multifaceted Capabilities of LLMs in Negotiation Dialogues,"Deuksin Kwon(~Deuksin_Kwon1),Emily Weiss(~Emily_Weiss3),Tara Kulshrestha(~Tara_Kulshrestha1),Kushal Chawla(~Kushal_Chawla2),Gale Lucas(~Gale_Lucas1),Jonathan Gratch(~Jonathan_Gratch1)",Deuksin,Kwon,Session 12,NLP Applications 5,Nov 14 (Thu) 14:00-15:30
FIND,1086,Poster,NLP Applications,When Raw Data Prevails: Are Large Language Model Embeddings Effective in Numerical Data Representation for Medical Machine Learning Applications?,"Yanjun Gao(~Yanjun_Gao1),Skatje Myers(~Skatje_Myers1),Shan Chen(~Shan_Chen1),Dmitriy Dligach(~Dmitriy_Dligach1),Timothy A Miller(~Timothy_A_Miller1),Danielle Bitterman(~Danielle_Bitterman1),Matthew Churpek(~Matthew_Churpek1),Majid Afshar(~Majid_Afshar1)",Yanjun,Gao,Session 12,NLP Applications 5,Nov 14 (Thu) 14:00-15:30
FIND,1088,Poster,Resources and Evaluation,Losing Visual Needles in Image Haystacks: Vision Language Models are Easily Distracted in Short and Long Contexts,"Aditya Sharma(~Aditya_Sharma3),Michael Saxon(~Michael_Saxon1),William Yang Wang(~William_Yang_Wang2)",Michael,Saxon,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
FIND,1089,Poster,NLP Applications,Calibrating LLMs with Preference Optimization on Thought Trees for Generating Rationale in Science Question Scoring,"Jiazheng Li(~Jiazheng_Li2),Hainiu Xu(~Hainiu_Xu1),ZHAOYUE SUN(~ZHAOYUE_SUN1),Yuxiang Zhou(~Yuxiang_Zhou3),David West(~David_West2),Cesare Aloisi(~Cesare_Aloisi1),Yulan He(~Yulan_He1)",Jiazheng,Li,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
FIND,1094,Not Presenting,,LOCR: Location-Guided Transformer for Optical Character Recognition,"Yu Sun(~Yu_Sun21),Dongzhan Zhou(~Dongzhan_Zhou1),Chen Lin(~Chen_Lin2),Conghui He(~Conghui_He2),Wanli Ouyang(~Wanli_Ouyang1),Han-Sen Zhong(~Han-Sen_Zhong1)",\,\,Not Presenting,,
FIND,110,VPoster,Information Retrieval and Text Mining,Unsupervised Domain Adaptation for Keyphrase Generation using Citation Contexts,"Florian Boudin(~Florian_Boudin2),Akiko Aizawa(~Akiko_Aizawa1)",Florian,Boudin,VPoster,,
FIND,1106,Poster,NLP Applications,"Sing it, Narrate it: Quality Musical Lyrics Translation","Zhuorui Ye(~Zhuorui_Ye1),Jinhan Li(~Jinhan_Li2),Rongwu Xu(~Rongwu_Xu1)",Zhuorui,Ye,Session 06,NLP Applications 2,Nov 13 (Wed) 10:30-12:00
FIND,1107,Poster,NLP Applications,Exploring Automated Keyword Mnemonics Generation with Large Language Models via Overgenerate-and-Rank,"Jaewook Lee(~Jaewook_Lee5),Hunter McNichols(~Hunter_McNichols1),Andrew Lan(~Andrew_Lan1)",Jaewook,Lee,Session 06,NLP Applications 2,Nov 13 (Wed) 10:30-12:00
FIND,111,Not Presenting,,SMILE: Single-turn to Multi-turn Inclusive Language Expansion via ChatGPT for Mental Health Support,"Huachuan Qiu(~Huachuan_Qiu1),Hongliang He(~Hongliang_He1),Shuai Zhang(~Shuai_Zhang19),Anqi Li(~Anqi_Li2),Zhenzhong Lan(~Zhenzhong_Lan2)",Huachuan,Qiu,Not Presenting,,
FIND,1110,VPoster,Machine Translation,Dual-teacher Knowledge Distillation for Low-frequency Word Translation,"yifan guo(~yifan_guo5),Hongying ZAN(~Hongying_ZAN1),Hongfei Xu(~Hongfei_Xu2)",Yifan,Guo,VPoster,,
FIND,1111,Not Presenting,,A Simple Angle-based Approach for Contrastive Learning of Unsupervised Sentence Representation,"Yoo Hyun Jeong(~Yoo_Hyun_Jeong1),Myeongsoo Han(~Myeongsoo_Han1),Dong-Kyu Chae(~Dong-Kyu_Chae1)",Yoo Hyun,Jeong,Not Presenting,,
FIND,1117,Poster,Resources and Evaluation,Developing a Pragmatic Benchmark for Assessing Korean Legal Language Understanding in Large Language Models,"Kimyeeun(~Kimyeeun1),Choi Youngrok(~Choi_Youngrok2),Eunkyung Choi(~Eunkyung_Choi1),JinHwan Choi(~JinHwan_Choi1),Hai Jin Park(~Hai_Jin_Park1),Wonseok Hwang(~Wonseok_Hwang1)",yeeun,kim,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
FIND,1124,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",Visual Pivoting Unsupervised Multimodal Machine Translation in Low-Resource Distant Language Pairs,"Turghun Tayir(~Turghun_Tayir1),Lin Li(~Lin_Li7),Xiaohui Tao(~Xiaohui_Tao1),Mieradilijiang Maimaiti(~Mieradilijiang_Maimaiti1),Ming Li(~Ming_Li40),Jianquan Liu(~Jianquan_Liu1)",Turghun ,Tayir,VPoster,,
FIND,1126,Poster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",Scalable Fine-tuning from Multiple Data Sources: A First-Order Approximation Approach,"Dongyue Li(~Dongyue_Li1),Ziniu Zhang(~Ziniu_Zhang1),Lu Wang(~Lu_Wang9),Hongyang R. Zhang(~Hongyang_R._Zhang1)",Dongyue,Li,Session 11,"Special Theme: Efficiency in Model Algorithms, Training, and Inference 3",Nov 14 (Thu) 10:30-12:00
FIND,114,Not Presenting,,DocEE-zh: A Fine-grained Benchmark for Chinese Document-level Event Extraction,"Minghui Liu(~Minghui_Liu3),MeiHan Tong(~MeiHan_Tong1),Yangda Peng(~Yangda_Peng1),Lei Hou(~Lei_Hou2),Juanzi Li(~Juanzi_Li1),Bin Xu(~Bin_Xu1)",Minghui,Liu,Not Presenting,,
FIND,1147,Not Presenting,,In-Context Learning May Not Elicit Trustworthy Reasoning: A-Not-B Errors in Pretrained Language Models,"Pengrui Han(~Pengrui_Han1),Peiyang Song(~Peiyang_Song1),Haofei Yu(~Haofei_Yu1),Jiaxuan You(~Jiaxuan_You2)",TBA,TBA,Not Presenting,,
FIND,1149,Poster,Resources and Evaluation,Evaluating Language Model Math Reasoning via Grounding in Educational Curricula,"Li Lucy(~Li_Lucy1),Tal August(~Tal_August1),Rose E Wang(~Rose_E_Wang1),Luca Soldaini(~Luca_Soldaini1),Courtney Allison(~Courtney_Allison1),Kyle Lo(~Kyle_Lo1)",Kyle,Lo,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
FIND,1151,Not Presenting,,Enhancing Multi-Label Text Classification under Label-Dependent Noise: A Label-Specific Denoising Framework,"Pengyu Xu(~Pengyu_Xu2),Liping Jing(~Liping_Jing3),Jian Yu(~Jian_Yu1)",Pengyu,Xu,Not Presenting,,
FIND,1152,Not Presenting,,Automatic Reconstruction of Ancient Chinese Pronunciations,"Zhige Huang(~Zhige_Huang1),Haoan Jin(~Haoan_Jin1),Mengyue Wu(~Mengyue_Wu1),Kenny Q. Zhu(~Kenny_Q._Zhu1)",Zhige,HUANG,Not Presenting,,
FIND,1153,Not Presenting,,Instance-Level Dynamic LoRAs Composition for Cross-Task Generalization,"WangZhiqi(~WangZhiqi1),Shizhu He(~Shizhu_He2),Kang Liu(~Kang_Liu1),Jun Zhao(~Jun_Zhao4)",Zhiqi,Wang,Not Presenting,,
FIND,1154,Not Presenting,,LongWanjuan: Towards Systematic Measurement for Long Text Quality,"Xiaoran Liu(~Xiaoran_Liu1),Kai Lv(~Kai_Lv2),Qipeng Guo(~Qipeng_Guo1),Hang Yan(~Hang_Yan2),Conghui He(~Conghui_He2),Xipeng Qiu(~Xipeng_Qiu1),Dahua Lin(~Dahua_Lin1)",Xiaoran,Liu,Not Presenting,,
FIND,1155,Not Presenting,,Large Language Model for Multi-Domain Translation: Benchmarking and Domain CoT Fine-tuning,"Tianxiang Hu(~Tianxiang_Hu1),Pei Zhang(~Pei_Zhang7),Baosong Yang(~Baosong_Yang1),Jun Xie(~Jun_Xie9),Derek F. Wong(~Derek_F._Wong1),Rui Wang(~Rui_Wang10)",Tianxiang,Hu,Not Presenting,,
FIND,116,Poster,Resources and Evaluation,MalayMMLU: A Multitask Benchmark for the Low-Resource Malay Language,"Soon Chang Poh(~Soon_Chang_Poh2),Sze Jue Yang(~Sze_Jue_Yang1),Jeraelyn Ming Li Tan(~Jeraelyn_Ming_Li_Tan1),Lawrence Leroy Tze Yao Chieng(~Lawrence_Leroy_Tze_Yao_Chieng1),Jia Xuan Tan(~Jia_Xuan_Tan1),Zhenyu Yu(~Zhenyu_Yu1),Foong Chee Mun(~Foong_Chee_Mun1),Chee Seng Chan(~Chee_Seng_Chan1)",Sze Jue,Yang,Session 06,Resources and Evaluation 3,Nov 13 (Wed) 10:30-12:00
FIND,1160,Poster,NLP Applications,TriageAgent: Towards Better Multi-Agents Collaborations for Large Language Model-Based Clinical Triage,"Meng Lu(~Meng_Lu2),Brandon Ho(~Brandon_Ho2),Dennis Ren(~Dennis_Ren1),Xuan Wang(~Xuan_Wang3)",Meng,Lu,Session 12,NLP Applications 5,Nov 14 (Thu) 14:00-15:30
FIND,1166,Not Presenting,,Generative Deduplication For Socia Media Data Selection,"Xianming LI(~Xianming_LI1),Jing Li(~Jing_Li18)",Xianming,Li,Not Presenting,,
FIND,1172,Poster,"Ethics, Bias, and Fairness",Gender Bias in Decision-Making with Large Language Models,"Sharon Levy(~Sharon_Levy1),William Adler(~William_Adler1),Tahilin Sanchez Karver(~Tahilin_Sanchez_Karver1),Mark Dredze(~Mark_Dredze1),Michelle R Kaufman(~Michelle_R_Kaufman1)",Sharon,Levy,Session 03,"Ethics, Bias, and Fairness 1",Nov 12 (Tue) 14:00-15:30
FIND,1174,Poster,"Ethics, Bias, and Fairness",Evaluating Biases in Context-Dependent Health Questions,"Sharon Levy(~Sharon_Levy1),Tahilin Sanchez Karver(~Tahilin_Sanchez_Karver1),William Adler(~William_Adler1),Michelle R Kaufman(~Michelle_R_Kaufman1),Mark Dredze(~Mark_Dredze1)",Sharon,Levy,Session 11,"Ethics, Bias, and Fairness 4",Nov 14 (Thu) 10:30-12:00
FIND,1177,Not Presenting,,Self-Evaluation of Large Language Model based on Glass-box Features,"Hui Huang(~Hui_Huang4),Yingqi Qu(~Yingqi_Qu1),Jing Liu(~Jing_Liu7),Muyun Yang(~Muyun_Yang1),Bing Xu(~Bing_Xu6),Tiejun Zhao(~Tiejun_Zhao1),Wenpeng Lu(~Wenpeng_Lu1)",TBA,TBA,Not Presenting,,
